Student_ID,Attendance_Rate,Study_Hours_Per_Week,Previous_Score,Assignment_Completion_Rate,Internal_Assessment_Score,Class_Participation,Parental_Education_Level,Internet_Access,Extra_Curricular,Final_Exam_Score
STU_0646,74.0,8.9,79.6,76.5,68.7,2,Bachelor,Yes,Yes,71.67
STU_0647,85.3,18.3,81.6,85.6,70.5,3,High School,No,Yes,73.85
STU_0648,52.9,17.9,64.1,68.7,53.3,3,Bachelor,Yes,Yes,62.42
STU_0649,79.0,15.6,96.7,94.4,79.9,3,High School,Yes,No,79.52
STU_0650,89.7,7.3,63.0,82.8,54.2,3,Bachelor,Yes,Yes,56.88
STU_0651,73.1,14.6,69.5,66.7,62.3,4,Bachelor,Yes,No,64.35
STU_0652,71.2,21.0,86.1,59.9,68.7,2,High School,No,No,63.4
STU_0653,74.1,18.9,75.9,57.5,65.8,4,Bachelor,Yes,Yes,74.74
STU_0654,73.5,17.7,36.6,55.9,50.0,2,Master,Yes,No,49.6
STU_0655,82.3,13.0,68.1,62.3,48.4,1,Bachelor,Yes,No,59.05
STU_0656,79.2,12.7,80.1,89.1,57.5,2,Associate,Yes,No,65.34
STU_0657,41.6,22.7,49.2,62.7,62.0,4,Bachelor,Yes,Yes,62.05
STU_0658,87.6,14.8,78.5,81.3,60.4,3,Master,Yes,No,76.55
STU_0659,79.0,14.9,73.5,59.2,59.8,4,Associate,Yes,Yes,65.73
STU_0660,83.6,38.0,84.6,71.2,89.4,3,Master,No,Yes,85.17
STU_0661,75.6,10.9,58.3,72.5,53.4,1,High School,Yes,No,53.55
STU_0662,90.4,3.3,81.9,70.2,60.8,4,High School,Yes,No,65.5
STU_0663,53.3,11.7,70.2,73.8,61.5,2,Bachelor,No,Yes,58.65
STU_0664,94.9,12.1,92.7,78.6,89.8,4,Bachelor,Yes,No,91.6
STU_0665,85.6,14.7,99.0,77.2,90.2,2,Bachelor,Yes,No,79.28
STU_0666,69.8,16.4,89.5,86.8,73.2,3,Master,Yes,Yes,87.15
STU_0667,73.6,3.7,74.7,61.8,62.2,4,High School,Yes,No,56.62
STU_0668,82.6,16.5,99.0,82.8,84.9,5,High School,Yes,No,87.9
STU_0669,89.2,12.5,76.4,82.1,66.5,3,Master,Yes,No,73.15
STU_0670,80.1,11.2,55.3,79.3,48.2,4,High School,Yes,Yes,56.64
STU_0671,94.1,4.8,67.5,59.9,55.0,2,,Yes,Yes,70.21
STU_0672,80.4,25.0,78.7,88.5,75.6,4,Bachelor,Yes,No,81.99
STU_0673,80.0,10.2,79.6,62.9,60.8,3,High School,Yes,Yes,66.58
STU_0674,56.3,17.8,52.2,93.1,54.4,2,Associate,Yes,Yes,58.93
STU_0675,93.9,8.2,52.7,77.0,55.8,3,Bachelor,Yes,No,61.76
STU_0676,84.9,15.0,63.2,77.6,55.5,2,Master,Yes,Yes,67.97
STU_0677,79.2,11.2,75.5,63.7,57.1,3,Bachelor,Yes,No,52.22
STU_0678,72.6,17.5,77.3,92.7,77.2,2,Bachelor,Yes,No,67.19
STU_0679,58.7,,70.0,64.9,57.9,3,Associate,Yes,No,62.17
STU_0680,88.7,8.0,56.3,90.4,53.6,5,,Yes,No,71.06
STU_0681,82.0,12.7,92.3,61.0,77.5,1,High School,Yes,Yes,78.7
STU_0682,68.0,12.4,53.0,82.7,61.7,3,Associate,Yes,Yes,58.49
STU_0683,74.7,14.5,86.2,81.2,60.4,3,High School,Yes,No,70.0
STU_0684,72.9,20.1,78.3,67.0,68.9,5,High School,Yes,Yes,63.6
STU_0685,84.0,7.0,85.9,36.3,50.6,3,Associate,Yes,No,60.75
STU_0686,87.8,19.6,61.8,57.3,56.0,3,Associate,No,No,65.72
STU_0687,72.6,6.4,66.0,65.9,53.7,3,High School,No,Yes,54.82
STU_0688,77.4,17.2,68.8,95.4,66.1,3,Bachelor,Yes,No,71.33
STU_0689,93.8,17.5,61.3,82.4,55.6,1,Bachelor,Yes,Yes,68.7
STU_0690,74.0,9.9,71.2,71.5,53.5,3,High School,Yes,Yes,67.87
STU_0691,58.6,8.4,90.1,90.9,77.6,1,Master,Yes,No,71.47
STU_0692,72.9,8.2,49.8,82.8,58.6,3,High School,Yes,No,58.44
STU_0693,58.0,13.3,58.8,69.5,42.6,3,Master,No,Yes,61.67
STU_0694,93.9,18.0,57.3,69.8,55.4,3,High School,No,Yes,61.14
STU_0695,63.7,11.9,66.7,71.7,63.2,2,Master,No,Yes,54.56
STU_0696,96.9,,66.1,82.0,54.6,5,High School,Yes,Yes,72.74
STU_0697,55.9,,78.8,46.1,52.2,4,Bachelor,Yes,Yes,66.09
STU_0698,81.8,9.4,68.5,88.4,58.7,2,Associate,Yes,Yes,56.28
STU_0699,80.6,16.3,72.2,82.1,68.7,3,Bachelor,Yes,No,72.66
STU_0700,85.5,,73.6,75.4,64.7,3,Associate,Yes,No,71.25
STU_0701,82.0,13.9,71.4,71.0,62.3,2,High School,Yes,Yes,72.51
STU_0702,76.3,19.6,77.8,72.6,70.1,3,Bachelor,Yes,Yes,75.26
STU_0703,74.9,20.3,66.3,71.1,60.9,2,High School,Yes,No,65.6
STU_0704,88.5,9.9,91.0,65.7,74.6,5,Master,Yes,No,81.33
STU_0705,85.6,8.1,99.0,52.6,67.4,4,High School,Yes,No,69.86
STU_0706,75.2,12.3,77.9,91.3,63.2,3,Associate,Yes,Yes,76.72
STU_0707,91.6,13.8,71.2,81.9,78.0,3,Bachelor,Yes,Yes,74.22
STU_0708,81.1,9.6,76.7,81.0,64.2,5,,Yes,No,69.21
STU_0709,75.1,38.0,52.6,87.3,55.8,5,High School,Yes,No,72.17
STU_0710,90.7,24.3,70.5,70.2,76.3,5,,Yes,Yes,76.06
STU_0711,86.8,9.2,57.8,76.0,60.6,2,Bachelor,Yes,No,72.51
STU_0712,78.1,7.2,75.1,58.9,60.6,2,Master,Yes,Yes,66.77
STU_0713,61.4,8.8,57.8,61.7,53.7,3,Associate,Yes,Yes,60.64
STU_0714,85.2,20.5,63.2,78.3,76.9,3,Associate,Yes,No,69.8
STU_0715,53.4,20.7,41.8,85.4,47.9,1,Associate,No,Yes,53.82
STU_0716,71.1,24.4,51.6,61.5,57.5,1,High School,Yes,No,62.89
STU_0717,79.4,7.9,73.0,99.2,77.0,4,Bachelor,Yes,Yes,80.57
STU_0718,86.9,16.3,55.8,95.3,73.6,4,Associate,Yes,Yes,82.8
STU_0719,78.7,8.3,82.9,68.0,62.5,3,Associate,Yes,Yes,66.14
STU_0720,96.4,26.9,54.6,85.8,76.9,4,Associate,Yes,Yes,78.81
STU_0721,59.1,8.1,74.3,78.3,66.7,3,Bachelor,No,Yes,58.86
STU_0722,63.2,6.3,57.3,63.8,57.4,4,Master,Yes,No,60.25
STU_0723,72.9,6.9,73.4,65.8,62.7,3,Bachelor,No,No,64.27
STU_0724,75.2,12.8,46.5,82.9,52.4,2,Associate,Yes,Yes,61.84
STU_0725,79.0,17.9,61.7,83.0,75.6,3,Bachelor,Yes,Yes,81.63
STU_0726,98.7,17.3,56.2,66.3,52.4,3,Bachelor,Yes,No,69.6
STU_0727,72.8,7.1,80.4,78.0,75.9,3,High School,Yes,Yes,69.79
STU_0728,52.7,10.5,74.5,92.4,78.7,2,High School,Yes,Yes,62.03
STU_0729,78.3,9.8,50.7,74.4,57.4,5,High School,Yes,Yes,66.05
STU_0730,70.3,6.6,65.2,77.8,55.3,2,Associate,Yes,No,58.59
STU_0731,93.5,9.7,57.2,71.2,53.5,2,Master,Yes,Yes,69.92
STU_0732,75.6,23.9,81.3,86.5,70.1,3,Associate,Yes,No,74.52
STU_0733,64.6,6.1,85.8,69.3,62.3,3,Associate,Yes,Yes,71.27
STU_0734,61.9,14.3,47.8,43.0,48.0,3,Master,Yes,Yes,58.12
STU_0735,80.0,24.2,79.6,94.1,70.0,4,Master,Yes,Yes,87.4
STU_0736,76.1,,56.5,62.9,57.4,3,Bachelor,Yes,No,68.28
STU_0737,77.7,27.5,64.5,52.0,75.6,3,High School,No,No,62.89
STU_0738,66.0,15.0,68.5,81.2,62.9,4,High School,Yes,Yes,65.02
STU_0739,83.1,16.1,93.4,56.3,79.4,1,High School,Yes,Yes,68.57
STU_0740,93.0,9.8,53.9,92.2,57.9,3,High School,Yes,No,65.0
STU_0741,50.5,6.0,79.7,71.8,60.3,4,Associate,No,No,51.12
STU_0742,62.8,11.9,51.6,92.5,53.8,1,Bachelor,Yes,Yes,60.5
STU_0743,74.1,21.7,50.6,51.9,53.5,3,High School,Yes,No,42.69
STU_0744,92.1,3.0,68.4,73.2,41.9,5,High School,Yes,Yes,65.35
STU_0745,94.5,10.0,68.3,87.0,67.2,3,High School,Yes,Yes,65.81
STU_0746,66.5,16.8,30.0,78.9,42.6,3,Bachelor,Yes,Yes,50.55
STU_0747,95.6,,84.2,56.9,72.1,5,Bachelor,Yes,No,84.49
STU_0748,95.6,23.0,38.1,81.6,54.7,2,Bachelor,Yes,Yes,68.33
STU_0749,86.8,20.6,66.0,89.7,66.8,1,High School,Yes,No,73.28
STU_0750,78.2,5.6,86.6,60.9,64.7,4,Associate,Yes,No,63.96
STU_0751,77.3,13.4,98.9,72.0,78.8,4,High School,No,No,77.77
STU_0752,76.1,8.5,62.9,59.7,61.0,3,High School,Yes,Yes,60.46
STU_0753,63.9,8.5,47.9,83.8,49.1,3,Master,Yes,Yes,59.57
STU_0754,67.5,5.8,86.1,82.0,69.3,4,Doctorate,Yes,No,80.51
STU_0755,68.7,14.5,80.1,78.8,61.8,4,Bachelor,Yes,No,65.77
STU_0756,68.2,23.2,61.2,81.4,64.9,3,Master,Yes,No,75.49
STU_0757,55.7,15.2,59.4,72.2,65.8,1,Bachelor,No,Yes,59.83
STU_0758,94.9,5.6,58.0,68.2,51.8,3,High School,Yes,Yes,59.82
STU_0759,74.6,12.5,63.2,82.3,53.0,4,Doctorate,Yes,No,63.13
STU_0760,61.9,16.5,72.4,66.6,58.2,4,High School,Yes,Yes,63.51
STU_0761,48.8,12.0,60.1,87.7,54.0,5,Bachelor,Yes,No,58.12
STU_0762,88.4,15.0,61.8,89.6,67.8,4,High School,Yes,Yes,77.0
STU_0763,68.7,8.9,77.0,81.8,69.8,3,Associate,Yes,Yes,69.51
STU_0764,78.5,11.3,47.2,76.9,28.0,3,Bachelor,Yes,Yes,51.55
STU_0765,62.3,11.0,62.7,52.8,51.8,4,Associate,Yes,Yes,52.3
STU_0766,84.1,25.2,44.5,53.6,52.7,4,High School,Yes,Yes,60.89
STU_0767,80.4,7.2,69.5,77.1,52.6,3,Associate,Yes,No,68.32
STU_0768,44.6,3.3,40.8,70.6,36.4,2,Associate,Yes,Yes,43.32
STU_0769,88.1,24.5,80.5,90.4,86.5,5,Master,No,Yes,85.42
STU_0770,90.4,13.6,49.6,92.1,57.1,3,Bachelor,Yes,No,74.54
STU_0771,76.2,6.4,43.2,97.3,44.4,3,Associate,Yes,Yes,54.74
STU_0772,70.4,19.7,62.9,93.9,65.2,3,High School,No,Yes,61.08
STU_0773,89.3,17.0,92.0,49.8,70.4,3,Bachelor,Yes,No,78.58
STU_0774,81.4,27.2,78.0,65.2,75.5,2,High School,Yes,No,76.6
STU_0775,77.2,14.2,41.1,89.4,41.2,4,High School,Yes,Yes,54.58
STU_0776,71.6,36.5,49.2,59.7,59.0,3,Associate,Yes,Yes,64.88
STU_0777,79.2,12.1,62.5,71.3,62.8,2,Master,Yes,No,73.38
STU_0778,93.6,17.0,99.0,72.9,79.8,3,High School,Yes,Yes,80.11
STU_0779,83.4,18.2,54.9,66.6,50.4,4,High School,No,No,51.67
STU_0780,60.1,38.0,55.0,79.4,66.3,5,Associate,Yes,No,74.39
STU_0781,76.6,10.2,89.4,66.3,73.5,4,High School,Yes,No,76.02
STU_0782,79.1,10.0,70.7,60.7,54.5,5,Bachelor,Yes,Yes,66.74
STU_0783,77.6,18.4,82.7,47.3,70.1,2,Associate,Yes,Yes,73.39
STU_0784,73.7,6.0,57.8,75.4,47.1,1,Associate,No,No,45.64
STU_0785,75.7,8.5,66.6,84.4,52.3,3,High School,No,Yes,60.68
STU_0786,49.2,11.9,86.4,35.4,63.9,3,High School,Yes,Yes,56.47
STU_0787,80.1,26.8,66.0,66.3,66.6,4,Master,No,No,73.56
STU_0788,66.5,18.4,83.7,84.7,79.2,3,Master,Yes,Yes,83.03
STU_0789,56.8,13.4,73.4,58.8,66.3,5,High School,Yes,Yes,65.77
STU_0790,88.4,9.7,53.4,87.4,51.1,2,High School,Yes,No,54.01
STU_0791,89.6,32.0,67.8,87.8,78.0,3,High School,Yes,Yes,75.59
STU_0792,73.0,12.4,81.7,85.4,67.8,3,Bachelor,No,Yes,76.71
STU_0793,95.2,8.5,77.4,86.2,69.2,2,Bachelor,Yes,Yes,71.19
STU_0794,92.2,34.9,67.4,76.7,76.8,3,Associate,Yes,No,84.92
STU_0795,83.1,6.2,41.5,87.6,40.7,3,Bachelor,Yes,Yes,57.49
STU_0796,68.1,23.5,42.9,53.4,45.5,3,Bachelor,Yes,Yes,54.2
STU_0797,78.2,12.9,45.8,80.7,51.4,3,Master,Yes,No,59.85
STU_0798,69.4,18.4,60.9,69.2,66.4,1,High School,Yes,No,69.72
STU_0799,85.7,16.8,62.7,58.7,62.7,3,High School,Yes,Yes,82.0
STU_0800,68.1,18.3,47.3,44.7,41.3,3,High School,Yes,No,50.29
STU_0801,71.8,36.5,82.3,54.2,75.1,1,Master,Yes,Yes,78.6
STU_0802,82.7,33.8,50.3,51.4,56.0,3,Bachelor,Yes,No,61.28
STU_0803,93.9,8.8,48.8,80.5,45.2,3,Bachelor,Yes,Yes,54.7
STU_0804,61.9,16.5,69.2,75.8,53.2,3,High School,Yes,Yes,58.28
STU_0805,56.4,4.5,81.6,92.1,71.0,2,High School,Yes,No,61.81
STU_0806,74.5,19.2,96.8,76.9,78.5,3,Associate,Yes,Yes,80.18
STU_0807,81.9,21.4,76.2,87.5,76.3,4,Bachelor,Yes,Yes,84.23
STU_0808,84.8,3.3,90.1,65.7,63.0,3,High School,Yes,Yes,68.95
STU_0809,71.3,12.7,51.0,87.7,53.8,4,High School,Yes,No,63.26
STU_0810,,18.4,98.2,77.4,77.5,3,Bachelor,Yes,Yes,81.86
STU_0811,71.2,15.3,41.9,67.2,46.4,3,Associate,Yes,Yes,55.88
STU_0812,61.5,6.3,60.9,87.9,50.0,4,Associate,Yes,Yes,57.86
STU_0813,63.6,6.7,75.8,69.5,59.9,3,High School,Yes,Yes,55.85
STU_0814,79.6,11.9,45.5,86.4,58.9,4,Bachelor,Yes,Yes,56.57
STU_0815,76.5,10.2,55.0,60.3,52.1,3,Bachelor,Yes,Yes,57.6
STU_0816,88.9,10.7,52.8,95.8,57.0,3,Master,Yes,Yes,57.92
STU_0817,58.9,5.8,63.7,54.9,41.9,4,Associate,Yes,Yes,48.77
STU_0818,67.7,13.0,87.9,63.5,73.0,2,Master,Yes,No,75.13
STU_0819,79.0,26.9,68.2,67.2,72.6,3,Master,Yes,No,77.88
STU_0820,89.4,6.4,61.5,34.9,46.6,2,Bachelor,No,No,52.91
STU_0821,85.5,11.4,30.0,89.9,43.3,3,Master,Yes,Yes,64.57
STU_0822,92.8,17.4,74.5,65.3,64.6,2,Associate,Yes,No,67.67
STU_0823,64.7,5.0,79.1,43.8,59.5,3,Associate,Yes,Yes,63.75
STU_0824,92.5,13.1,44.2,54.6,52.2,4,High School,Yes,No,55.37
STU_0825,77.3,21.1,67.1,68.9,66.5,4,Bachelor,Yes,Yes,74.78
STU_0826,79.6,7.3,70.7,86.7,55.2,3,Bachelor,Yes,Yes,67.78
STU_0827,66.5,13.8,81.5,86.2,65.8,5,Bachelor,Yes,Yes,75.63
STU_0828,96.1,20.4,57.9,65.4,62.7,3,High School,Yes,Yes,67.47
STU_0829,67.4,35.6,55.7,73.6,63.0,3,Associate,Yes,No,71.71
STU_0830,73.8,13.4,61.6,88.2,61.5,4,High School,No,No,63.14
STU_0831,72.0,8.6,86.0,85.6,68.0,4,Bachelor,Yes,No,66.73
STU_0832,83.1,4.1,82.6,80.9,57.9,4,High School,Yes,No,70.39
STU_0833,60.6,8.7,67.7,81.3,64.2,2,Master,No,Yes,56.06
STU_0834,92.1,5.6,82.3,77.8,68.7,3,High School,Yes,Yes,67.34
STU_0835,76.3,28.0,34.8,78.6,45.1,4,Associate,No,No,58.35
STU_0836,96.6,19.8,79.1,90.8,77.6,3,Master,Yes,No,86.65
STU_0837,79.8,6.7,52.3,96.0,54.4,4,Associate,Yes,No,63.26
STU_0838,84.4,8.3,92.7,83.7,78.2,3,High School,Yes,Yes,77.82
STU_0839,68.8,13.3,53.1,67.3,52.4,4,Associate,Yes,No,54.24
STU_0840,91.3,21.0,56.1,79.1,69.1,3,High School,Yes,No,67.93
STU_0841,96.3,16.5,75.9,63.1,64.5,3,Doctorate,Yes,Yes,68.32
STU_0842,31.2,15.7,77.2,68.5,64.9,2,Bachelor,Yes,Yes,57.98
STU_0843,82.0,14.2,61.8,81.7,53.8,4,High School,Yes,Yes,59.4
STU_0844,75.6,6.9,73.2,80.4,55.3,4,Bachelor,Yes,No,66.39
STU_0845,68.6,13.4,74.9,93.1,62.5,1,High School,Yes,Yes,76.06
STU_0846,74.7,12.6,73.5,91.3,68.3,3,Bachelor,Yes,Yes,76.28
STU_0847,76.0,5.5,62.3,95.9,55.4,3,Master,Yes,Yes,56.27
STU_0848,72.7,27.6,75.1,69.0,75.2,2,Master,Yes,Yes,71.53
STU_0849,88.9,9.3,87.7,80.3,63.2,3,Associate,Yes,Yes,67.59
STU_0850,80.4,5.6,50.8,92.4,45.0,2,Associate,Yes,Yes,49.36
STU_0851,93.9,10.1,56.2,89.3,50.2,3,High School,No,No,57.24
STU_0852,76.9,11.2,68.4,84.4,74.9,3,Bachelor,Yes,No,72.83
STU_0853,85.7,12.4,53.2,63.4,49.1,4,Bachelor,Yes,Yes,57.63
STU_0854,62.1,11.1,42.8,84.9,47.4,4,Associate,Yes,No,54.36
STU_0855,72.7,12.7,83.3,63.7,66.4,3,Master,Yes,No,72.87
STU_0856,60.1,13.9,36.8,87.5,56.2,1,High School,Yes,Yes,56.47
STU_0857,78.1,13.5,62.4,70.6,47.6,5,High School,Yes,Yes,63.63
STU_0858,84.7,15.6,78.6,48.7,62.9,4,High School,Yes,Yes,70.9
STU_0859,74.7,,71.7,86.4,57.6,1,High School,Yes,Yes,64.7
STU_0860,60.0,16.3,62.6,59.6,42.8,4,High School,Yes,Yes,52.36
STU_0861,73.9,18.4,52.6,95.8,55.8,2,Associate,Yes,No,59.92
STU_0862,79.3,8.7,72.8,69.7,62.2,3,Associate,Yes,Yes,60.82
STU_0863,62.3,8.9,54.2,75.5,46.0,3,High School,Yes,No,59.81
STU_0864,77.4,21.1,71.7,90.3,73.8,3,Bachelor,Yes,Yes,70.94
STU_0865,60.5,10.3,70.0,63.2,58.6,4,High School,Yes,Yes,65.5
STU_0866,75.5,12.0,70.1,51.1,55.8,3,Bachelor,No,Yes,53.95
STU_0867,79.3,11.5,59.0,84.6,64.5,1,Associate,Yes,Yes,67.96
STU_0868,66.8,34.9,96.5,83.6,89.2,5,Associate,Yes,No,93.99
STU_0869,86.6,7.9,73.0,44.6,56.6,5,Master,Yes,No,73.42
STU_0870,41.5,7.8,64.1,77.6,45.1,4,High School,Yes,Yes,48.36
STU_0871,,12.8,71.7,63.0,61.0,3,Associate,Yes,No,66.89
STU_0872,74.6,11.6,57.2,79.2,53.4,2,Master,Yes,No,60.1
STU_0873,85.6,6.7,62.6,91.1,50.0,4,Bachelor,Yes,No,61.42
STU_0874,86.5,12.2,99.0,82.2,81.3,1,High School,Yes,Yes,78.09
STU_0875,84.7,12.9,57.3,89.4,53.4,1,Associate,Yes,No,65.71
STU_0876,89.4,9.7,66.9,73.2,68.2,3,Bachelor,Yes,Yes,68.62
STU_0877,57.0,11.9,61.6,57.4,38.6,2,Master,Yes,No,55.7
STU_0878,68.6,8.4,53.4,72.5,50.9,1,High School,No,Yes,45.49
STU_0879,69.2,,73.9,86.1,62.5,3,High School,Yes,Yes,59.89
STU_0880,93.8,10.3,68.5,71.8,57.1,2,Associate,Yes,Yes,65.29
STU_0881,84.4,7.3,80.8,69.3,59.9,2,High School,Yes,Yes,64.41
STU_0882,,5.9,79.3,32.5,54.4,1,High School,Yes,No,55.12
STU_0883,83.5,4.0,80.6,63.8,66.1,2,High School,Yes,Yes,59.73
STU_0884,79.7,14.4,55.1,54.8,40.7,4,High School,Yes,Yes,66.96
STU_0885,76.7,10.1,77.0,95.2,63.2,4,High School,No,No,57.18
STU_0886,56.5,21.1,77.3,93.7,68.8,3,Master,Yes,Yes,76.27
STU_0887,63.5,3.7,53.7,85.8,42.5,3,High School,Yes,Yes,51.04
STU_0888,93.6,10.5,63.5,66.3,57.1,1,High School,No,No,54.52
STU_0889,97.5,14.3,47.6,88.7,56.9,1,High School,Yes,Yes,62.48
STU_0890,75.9,9.0,77.4,90.2,72.9,2,Master,No,Yes,73.12
STU_0891,82.8,12.6,77.3,72.5,68.9,3,Bachelor,Yes,Yes,77.25
STU_0892,80.0,4.0,88.0,74.7,70.1,4,Bachelor,No,No,67.95
STU_0893,72.6,10.2,64.8,71.6,48.2,3,High School,Yes,No,59.56
STU_0894,75.0,8.0,74.3,70.8,69.2,3,Master,Yes,Yes,65.11
STU_0895,60.2,,81.8,61.0,69.2,2,Associate,Yes,Yes,68.39
STU_0896,,13.9,57.4,76.6,62.2,4,High School,Yes,Yes,69.78
STU_0897,55.0,18.7,55.3,70.2,48.5,3,,Yes,No,48.43
STU_0898,96.9,22.3,57.9,82.6,61.6,4,Master,No,Yes,73.54
STU_0899,43.5,9.7,63.1,80.3,62.8,3,Bachelor,Yes,No,59.18
STU_0900,94.9,13.6,55.8,71.4,54.1,4,Master,Yes,Yes,75.62
STU_0901,69.1,6.9,58.5,71.8,46.6,5,Master,Yes,No,62.02
STU_0902,48.3,15.4,80.3,82.9,78.7,5,High School,Yes,No,73.0
STU_0903,89.9,16.5,66.7,63.2,53.2,3,Associate,Yes,No,64.93
STU_0904,80.0,14.9,72.3,91.5,67.7,3,High School,Yes,Yes,74.15
STU_0905,80.4,9.7,60.3,84.1,60.2,3,Master,No,No,66.01
STU_0906,83.7,28.9,59.4,86.0,81.5,5,High School,Yes,Yes,74.16
STU_0907,77.9,12.9,72.0,95.9,64.5,3,Master,Yes,Yes,75.54
STU_0908,60.2,38.0,69.8,81.1,78.0,2,Associate,Yes,Yes,82.96
STU_0909,73.3,6.9,78.9,75.6,60.4,3,Associate,Yes,No,69.83
STU_0910,76.8,17.3,86.2,56.6,71.5,2,High School,Yes,No,70.13
STU_0911,52.7,20.4,58.3,81.2,65.3,3,Associate,Yes,Yes,66.31
STU_0912,84.6,7.0,80.1,87.9,72.8,3,Master,Yes,No,79.67
STU_0913,73.3,11.2,52.9,77.7,56.5,3,High School,Yes,Yes,54.76
STU_0914,43.2,5.6,97.0,75.6,69.2,1,Associate,Yes,No,65.38
STU_0915,79.7,22.7,57.0,67.6,64.7,5,High School,Yes,No,60.05
STU_0916,73.8,12.2,77.7,94.7,70.3,4,Associate,Yes,No,76.95
STU_0917,60.7,8.0,52.8,85.9,56.0,4,High School,Yes,Yes,56.43
STU_0918,67.8,20.5,65.9,78.4,70.2,3,High School,Yes,No,67.64
STU_0919,56.2,12.7,89.6,59.8,79.4,4,Master,Yes,No,72.08
STU_0920,65.6,19.1,56.6,90.4,59.6,3,Associate,Yes,No,64.6
STU_0921,52.3,15.9,98.9,71.2,75.8,2,High School,Yes,Yes,72.45
STU_0922,73.2,7.4,67.9,57.6,56.4,2,Bachelor,Yes,No,63.92
STU_0923,69.7,,81.7,83.6,75.1,3,High School,Yes,No,75.59
STU_0924,56.5,8.1,73.6,74.3,61.0,2,High School,Yes,Yes,60.04
STU_0925,92.8,6.6,74.4,82.4,69.2,5,Bachelor,Yes,Yes,68.57
STU_0926,66.0,4.7,48.0,20.1,37.7,1,High School,Yes,Yes,47.47
STU_0927,94.8,31.7,61.4,51.6,63.7,3,Bachelor,No,No,64.17
STU_0928,69.5,14.7,84.7,77.9,75.2,3,,Yes,Yes,72.3
STU_0929,90.2,15.8,63.2,57.3,54.0,3,Bachelor,Yes,Yes,65.11
STU_0930,88.7,21.6,69.9,58.3,65.7,3,Master,No,No,70.57
STU_0931,,9.5,46.3,59.4,37.2,2,High School,Yes,Yes,47.14
STU_0932,85.2,5.8,60.5,77.3,52.1,4,Associate,Yes,Yes,57.35
STU_0933,72.8,18.3,83.7,69.7,78.0,3,Associate,No,Yes,71.8
STU_0934,88.5,6.4,50.0,67.5,49.8,3,High School,No,No,48.88
STU_0935,92.5,18.1,78.0,70.1,72.6,4,Bachelor,Yes,No,84.6
STU_0936,77.7,5.3,70.5,62.1,56.4,4,Bachelor,Yes,Yes,62.55
STU_0937,76.1,6.1,64.7,98.0,60.2,4,Associate,Yes,No,61.27
STU_0938,61.8,9.0,64.1,70.1,47.6,3,Bachelor,No,Yes,62.62
STU_0939,90.4,17.8,61.1,82.8,60.6,3,High School,No,No,66.14
STU_0940,41.5,27.0,62.4,73.2,67.8,3,Bachelor,Yes,Yes,79.69
STU_0941,74.3,15.8,81.0,89.0,66.0,4,Bachelor,Yes,Yes,67.29
STU_0942,63.6,9.2,62.0,93.9,48.4,4,Bachelor,Yes,Yes,63.79
STU_0943,81.7,20.0,93.3,86.7,88.6,2,High School,Yes,Yes,84.48
STU_0944,,5.2,72.2,38.4,51.1,3,Bachelor,Yes,Yes,59.52
STU_0945,62.9,7.6,59.9,92.6,57.7,4,Associate,Yes,No,60.02
STU_0946,74.6,13.4,81.6,75.4,72.1,3,Bachelor,Yes,No,79.0
STU_0947,,18.6,76.7,60.9,60.7,3,Associate,Yes,Yes,71.0
STU_0948,86.7,11.5,44.8,88.6,47.5,3,Associate,Yes,Yes,53.22
STU_0949,84.4,10.8,53.5,73.3,60.2,3,Bachelor,Yes,Yes,61.66
STU_0950,92.7,11.2,66.4,84.5,57.9,5,Master,Yes,Yes,69.27
STU_0951,70.3,21.5,45.8,65.8,50.9,3,High School,Yes,No,57.24
STU_0952,79.5,8.4,97.3,83.2,71.7,2,Master,Yes,Yes,82.17
STU_0953,82.3,7.3,79.5,62.2,56.5,2,Associate,No,No,58.05
STU_0954,61.8,11.1,67.8,77.3,66.7,1,Bachelor,Yes,Yes,63.21
STU_0955,94.9,23.0,63.2,60.4,47.1,3,Master,Yes,Yes,66.33
STU_0956,80.1,8.9,59.6,90.3,54.0,3,Associate,Yes,Yes,67.29
STU_0957,88.4,11.2,40.5,95.2,50.0,2,Master,No,Yes,64.8
STU_0958,81.0,5.1,43.7,82.0,54.0,4,High School,Yes,Yes,57.86
STU_0959,39.7,11.4,94.6,56.0,63.9,4,High School,Yes,No,69.96
STU_0960,92.2,14.4,90.0,84.5,68.0,2,Bachelor,Yes,Yes,76.06
STU_0961,68.7,6.4,59.9,77.6,47.5,3,Master,Yes,Yes,54.46
STU_0962,93.8,21.6,80.7,61.3,75.1,5,Master,No,No,82.81
STU_0963,79.9,14.3,75.1,66.9,64.8,3,Bachelor,Yes,Yes,70.97
STU_0964,91.4,9.7,76.7,47.9,49.5,4,Bachelor,Yes,No,63.65
STU_0965,98.4,14.3,48.0,91.5,54.7,3,Associate,Yes,Yes,67.44
STU_0966,70.8,16.3,42.7,66.0,56.7,4,Doctorate,Yes,Yes,57.5
STU_0967,78.5,4.3,84.6,87.2,68.4,4,Associate,Yes,No,63.42
STU_0968,81.0,14.6,40.3,95.6,51.9,3,Bachelor,No,No,58.74
STU_0969,80.6,22.6,65.9,91.4,70.7,4,Bachelor,No,Yes,75.83
STU_0970,59.0,8.3,62.9,65.3,55.6,5,Bachelor,Yes,Yes,68.48
